A§o,Fecha,Divisi¢n,Brigada,Unidad Reporta Informaci¢n,GAO,FG/BLOQUE/ESTRUCTURA,SE/CM/CP./FU/FT,Tipo de Afectaci¢n,Actividad,Tipo de Actividad,Pa°s,Departamento,Municipio,Vereda o Sitio,Informaci¢n
2023,11/04/2023,DIV3,BR3,BAMOG10,GAO ELN,FG OCCIDENTAL,FT. ERNESTO CHE GUEVARA,<Nulo>,Proselitismo,Instalaci¢n de Bandera,Colombia,Valle del Cauca,Yotoco,casco_urbano,"Siendo aproximadamente las 07:00 horas del d°a 11 de abril del 2023, se evidencia la instalaci¢n de una bandera, de color rojo y negro, con letras en relieve ELN, ubicada en la entrada al municipio de Yotoco (Valle del Cauca), al parecer instalada, por presuntos integrantes del GAO ELN frente Ernesto Che Guevara del FGOC."
2023,11/04/2023,DIV3,FUDRA4,BADRA12,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,<Nulo>,Hostigamiento,Pelot¢n,Colombia,Cauca,El Tambo,vereda_El_Tambo_Largo,"En vereda El Tambo Largo del municipio de Argelia (Cauca), tropas del batall¢n de despliegue r†pido no.12, informa del hostigamiento efectuado por integrantes del GAO RESIDUAL E- CP. En la reacci¢n la unidad emplea el TAP ubicando a los sujetos armados que atacan la unidad, tras efectuar 03 disparos con el TAP se evidencia que uno de ellos logra impactar sobre sobre uno de los atacantes quien cae al piso por acci¢n del disparo. pendiente ampliar informaci¢n."
2023,11/04/2023,DIV5,BRIMI2,BAIMI5,GAO-R SEGUNDA MARQUETALIA,GAOR SEGUNDA MARQUETALIA,ESTRUCTURA TE‡FILO FORERO,<Nulo>,Proselitismo,Panfleto,Colombia,Tolima,Chaparral,corregimiento La Marina ,"11-abril-2023: se conoci¢ de la entrega Mediante de 01 boleta de citaci¢n donde nombran a 02 particulares identificados como Gabriel Hern†ndez ? Diego Osorio cit†ndolos a la vereda el Topacio del municipio de Puerto Rico (Caquet†) para el d°a 06 de marzo del 2023 a las 08:00 am para presentarse ante un particular denominado ?Jimmy Leal?, manifiesta la fuente que los particulares en menci¢n no han realizado presentaci¢n y siguen recibiendo amenazas v°a WhatsApp, as° mismo que el d°a jueves 06 de abril del 2023 fue colocado un artefacto explosivo hechizo en la entrada de la finca de propiedad de los afectados y les ordenaron volverse a presentar el d°a 10 de abril del 2023 a lo cual por temor no asistieron. Fuente BAIMI-5."
2023,11/04/2023,DIV3,BR3,BAMOG10,GAO ELN,FG OCCIDENTAL,FT. ERNESTO CHE GUEVARA,Poblaci¢n Civil,Proselitismo,Grafitis,Colombia,Valle del Cauca,Calima,crucero_v°a_Restrepo,"Siendo aproximadamente las 07:45 horas del d°a 11 de abril del 2023, se evidencia la instalaci¢n de un grafiti alusivo a la estructura frente de Guerra Occidental Omar G¢mez ELN, ubicado en la entrada al municipio de Restrepo, municipio de Calima DariÇn (Valle del Cauca)."
2023,11/04/2023,DIV3,BR3,BAMOG10,GAO ELN,FG OCCIDENTAL,FT. ERNESTO CHE GUEVARA,Poblaci¢n Civil,Proselitismo,Grafitis,Colombia,Valle del Cauca,Yotoco,Alto_de_los_Toros,"Siendo aproximadamente las 07:11 horas del d°a 11 de abril del 2023, se evidencia la instalaci¢n de un grafiti con las letras ELN, sobre una se§al de tr†nsito amarilla, ubicado en el sitio conocido como Alto de los Toros, en la v°a Mediacanoa - Loboguerrero, municipio  de Yotoco (Valle del Cauca), al parecer instalado, por presuntos integrantes del GAO ELN frente Ernesto Che Guevara del FGOC."
2023,11/04/2023,DIV3,BR3,BAMOG10,GAO ELN,FG OCCIDENTAL,FT. ERNESTO CHE GUEVARA,Poblaci¢n Civil,Proselitismo,Grafitis,Colombia,Valle del Cauca,Restrepo,Bosques_de_Calima,"Siendo aproximadamente las 07:31 horas del d°a 11 de abril del 2023, se evidencia la instalaci¢n de un grafiti con las letras ELN, ubicado cerca al Sitio Bosques de Calima municipio de Restrepo (Valle del Cauca), al parecer instalado, por presuntos integrantes del GAO ELN frente Ernesto Che Guevara del FGOC. "
2023,12/04/2023,DIV8,BR18,BIRAN18,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,Poblaci¢n Civil,Confrontaci¢n,GAOr Disidencias FARC y GAO ELN,Colombia,Arauca,Tame,VEREDA CARRAOS,Seg£n manifiesta la fuente esta confrontaci¢n armada ha impedido el libre tr†nsito de los ni§os j¢venes y adolescentes del sector para las actividades acadÇmicas.
2023,12/04/2023,DIV7,BR14,BAEEV8,GAO ELN,FG DRC,FT. JOSE ANTONIO GALµN,<Nulo>,Hostigamiento,Pelot¢n,Colombia,Antioquia,Remedios,VEREDA LA CRUZ ,"ATAQUE FUERZA PUBLICA GAO ELN FRENTE JOSE ANTONIO GALµN SEGÈN RADIOGRAMA No. 2023-02391/MD-COEJC-DIV07-BR14-BAEEV8, AMPLIACI‡N (NO), EN VEREDA LA CRUZ DEL MUNICIPIO DE REMEDIOS (ANTIOQUIA), EN COORDENADAS 6ß 55' 34"""""""" N - 74ß 35' 30"""""""" W, TROPAS DEL BATALLON ESPECIAL ENERGETICO Y VIALN¯8 MY. MARIO SERPA CUESTA EN DESARROLLO DE LA L÷NEA DE OPERACIONES SIMON BOLIVAR, EN MARCO DE OPERACIONES DEFENSIVAS. EN DESARROLLO DE LA OPERACION MAYOR """"""""SIMON BOLIVAR"""""""", ORDOP 010 """"""""ATENEA"""""""", LA PRIEMRA SECCION DEL PRIMER PELOTON DE LA COMPA•IA """"""""D"""""""", REALIZANDO TAREA TACTICA PARA EFECTUAR PRESENCIA Y CONTROL MILITAR SOBRE LA VEREDA LA CRUZ SIENDO LAS 13:15 HORAS, LA BASE MILITAR DEL POLLO ES HOSTIGADA CON ARMAS DE LARGO ALCANCE EN COORDENADAS APROXIMADAS LN 6ß 55"""""""" 34' - LW 74ß 35"""""""" 30', LA UNIDAD REACCIONA BUSCANDO CUBIERTA Y PROTECCION NEGANDO EXITO DE AFECTACION A LAS TROPAS POR PARTE DEL ENEMIGO."
2023,12/04/2023,DIV3,Medio Abiertos,Whatsapp,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,<Nulo>,Proselitismo,Panfleto,Colombia,Cauca,Pat°a,Parador_Turistico_Patia,"Se conoci¢ la difusi¢n de un panfleto, entregado por fuente casual, elaborado al parecer por el GAO RESIDUAL E Jaime Mart°nez, bajo el direccionamiento del Comando Coordinador de Occidente (CCO), dirigido al propietario del parador tur°stico Patia del municipio de El Bordo Cauca, donde manifiestan que deben enviar un representante para realizar una reunion y al parecer coordinar cobros extorsivos con mencionado grupo armado."
2023,12/04/2023,DIV7,BR14,BAEEV8,GAO ELN,FG DRC,FT. JOSE ANTONIO GALµN,<Nulo>,Hostigamiento,Pelot¢n,Colombia,Antioquia,Remedios,VEREDA LA CRUZ,"ATAQUE FUERZA PUBLICA GAO ELN FRENTE JOSE ANTONIO GALµN SEGÈN RADIOGRAMA NO. 2023-02391/MD-COEJC-DIV07-BR14-BAEEV8, AMPLIACI‡N (NO), EN VEREDA LA CRUZ DEL MUNICIPIO DE REMEDIOS (ANTIOQUIA), EN COORDENADAS 6ß 55' 34"""""""" N - 74ß 35' 30"""""""" W, TROPAS DEL BATALLON ESPECIAL ENERGETICO Y VIALN¯8 MY. MARIO SERPA CUESTA EN DESARROLLO DE LA L÷NEA DE OPERACIONES SIMON BOLIVAR, EN MARCO DE OPERACIONES DEFENSIVAS. EN DESARROLLO DE LA OPERACION MAYOR """"""""SIMON BOLIVAR"""""""", ORDOP 010 """"""""ATENEA"""""""", LA PRIEMRA SECCION DEL PRIMER PELOTON DE LA COMPA•IA """"""""D"""""""", REALIZANDO TAREA TACTICA PARA EFECTUAR PRESENCIA Y CONTROL MILITAR SOBRE LA VEREDA LA CRUZ SIENDO LAS 13:15 HORAS, LA BASE MILITAR DEL POLLO ES HOSTIGADA CON ARMAS DE LARGO ALCANCE EN COORDENADAS APROXIMADAS LN 6ß 55"""""""" 34' - LW 74ß 35"""""""" 30', LA UNIDAD REACCIONA BUSCANDO CUBIERTA Y PROTECCION NEGANDO EXITO DE AFECTACION A LAS TROPAS POR PARTE DEL ENEMIGO."
2023,14/04/2023,DIV3,BR29,BAMHE4,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,<Nulo>,Proselitismo,Pancarta,Colombia,Cauca,Pat°a,vereda_El_Hoyo,"En la vereda El Hoyo del municipio del Pat°a (Cauca), mediante seguridad de ruta puestos de control espor†dicos patrullaje preventivo disuasivo, Tropas del Batall¢n de Alta Monta§a N¯ 4 Benjam°n Herrera, ubican y destruyen 01 valla alusivas al GAO RESIDUAL Carlos Pati§o."
2023,14/04/2023,DIV5,BR6,BATOT17,GAO RESIDUAL,SIN ESTABLECER,<Nulo>,<Nulo>,Proselitismo,Boleta de Citaci¢n,Colombia,Huila,Baraya,el Puente Las Delicias,"14-FEB-2023 BOLETA CITATORIA: GAO RESIDUAL Frente Dar°o GutiÇrrez:  Mediante informaci¢n suministrada por fuente humana se tiene conocimiento de la existencia de un panfleto o boleta de citaci¢n que hab°a sido entregada el d°a 13 de abril de 2023 por dos hombres que se movilizaban en una motocicleta vestidos de civil presuntamente del Frente Dar°o GutiÇrrez, quienes hab°an llegado hasta un punto conocido como el Puente Las Delicias en l°mites entre los municipios de Alpujarra (Tolima) y Baraya (Huila) en coordenadas (3¯17'0.21""""""""N - 74¯58'29.87""""""""O), donde actualmente se realizan mantenimientos a esa infraestructura y hab°an procedido a entregarle personalmente a un ingeniero de este lugar una boleta de citaci¢n a un reuni¢n que seg£n el escrito estar°a prevista para el d°a 15 de abril de presente a§o en la escuela de La Vereda Filo Seco del Corregimiento de San AndrÇs del municipio de Tello Huila a las 10:00 de la ma§ana. Pendiente Ampliar Informaci¢n. EVAL B3 PROC. FH BATOT N¯17."
2023,14/04/2023,DIV5,BR9,BATEN9,GAO-R FACCI‡N CALARCµ,BLOQUE JORGE SUµREZ BRICE•O,ESTRUCTURA JORGE BRICE•O SUµREZ,<Nulo>,Proselitismo,Grafitis,Colombia,Huila,Tello,sector de San AndrÇs,"14 ABR-2023 GRAFITIS: Se tuvo conocimiento de la aparici¢n de Grafitis alusivos a las extintas FARC, sobre el sector de San AndrÇs en coordenadas aproximadas N 03¯02?49.70? W 75¯01?04.42? del municipio de Tello (Huila), al parecer con el fin de llevar a cabo proselitismo pol°tico y constre§imiento contra pobladores de la regi¢n. EVAL A1 PROC S2 BAACA9."
2023,15/04/2023,DIV3,Medio Abiertos,Whatsapp,GAO-R SEGUNDA MARQUETALIA,GAOR SEGUNDA MARQUETALIA,SIN ESTABLECER,<Nulo>,Proselitismo,Panfleto,Colombia,Nari§o,MagÅ°,casco_Urbano,"Se conoci¢ sobre la difusi¢n de un panfleto por redes sociales, el d°a 15 de abril de 2023 y elaborado al parecer por la Coordinadora Guerrillera del Pacifico (CGF), GAOR SEGUNDA MARQUETALIA, donde manifiestan que por medio del Presente, nos dirigimos a ustedes desde las monta§as del Pacifico Nari§ense, siempre en la lucha por nuestras queridas regiones y con la desdicha que han padecido por el abandono del estado, por el poco accionar de las instituciones en su vida diaria, hastiados por las falsas promesas de los politiqueros de turno."
2023,15/04/2023,DIV7,BR15,BATOT25,GAO ELN,FG OCCIDENTAL,FT. CACIQUE CALARCµ,<Nulo>,RetÇn Ilegal,Control Ilegitimo del Territorio,Colombia,Choc¢,R°o Ir¢,EJE VIAL,"SIENDO APROXIMADAMENTE LA 06:30 HORAS, SE TIENE CONOCIMIENTO QUE EN LA V÷A QUE CONDUCE DEL MUNICIPIO DE SANTA RITA HACIA EL MUNICIPIO DE CONDOTO EN EL SECTOR SANTA BµRBARA COORDENADAS APROXIMADAS (LN 05¯ 09?38.34? LW 76¯30?20.40?) DEPARTAMENTO DEL CHOCO, REALIZARON PRESENCIA AL PARECER 04 SUJETOS INTEGRANTES POSIBLEMENTE DEL FRENTE CACIQUE CALARCµ DEL GAO ELN, LOS CUALES REALIZARON PROSELITISMO EFECTUANDO RETEN ILEGAL Y PINTARON 02 VEH÷CULOS QUE IBAN PASANDO POR EL SECTOR CON SIGLAS ALUSIVAS AL GAO ELN."
2023,15/04/2023,DIV3,BR29,BILOP7,GAO ELN,FG SUROCCIDENTAL,FT. MANUEL VµSQUEZ CASTA•O,<Nulo>,RetÇn Ilegal,Control Ilegitimo del Territorio,Colombia,Cauca,Totor¢,Cruce_Paniquita,"Reten ilegal en el sector conocido como Cruce de Paniquit†, v°a transversal del Libertador, municipio Totor¢ (Cauca), por aproximadamente 15 sujetos presuntamente de GAO ELN frente Manuel V†squez Casta§o."
2023,15/04/2023,DIV5,BR13,BICOL28,GAO ELN,FG CENTRAL,SIN ESTABLECER,<Nulo>,Proselitismo,Panfleto,Colombia,Cundinamarca,Viot†,vereda San Martin,"15-ABR-2023: Se tuvo conocimiento de la circulaci¢n de un comunicado tipo panfleto con fecha 14 de abril del 2023 distribuido de forma f°sica sobre la vereda San Martin del municipio de Viot† Cundinamarca, elaborado aparentemente por un grupo armado autodenominado como ?Comandante Uriel Gonzales del comando Central del GAO ELN? colocando como objetivo militara a una serie de personas que all° se relacionan."
2023,16/04/2023,DIV3,BR23,BAEEV20,GAO COMUNEROS DEL SUR,GAO COMUNEROS DEL SUR,CP. JOSê LUIS CABRERA RÈALES,<Nulo>,Sabotaje,Oleoducto,Colombia,Nari§o,Mallama,vereda_El_Piluales,"En vereda El Piluales del municipio de Mallama (Nari§o), tropas del Batall¢n Especial EnergÇtico Vial N¯20 """"""""GR. Gabriel Paris, verificar afectaci¢n a el OTA, identificando una abolladura, acci¢n terrorista perpetrada por presuntos integrantes del GAO ELN CPJCR."
2023,17/04/2023,DIV3,BR29,BILOP7,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,<Nulo>,Proselitismo,Pancarta,Colombia,Cauca,Cajib°o,corregimiento_El_Dinde,"En el corregimiento El Dinde del municipio de Cajib°o (Cauca), mediante la realizaci¢n de tareas t†cticas la unidad BROMO-3, logr¢ la ubicaci¢n y destrucci¢n de 01 vallas con logos alusivos al GAO RESIDUAL Estructura Jaime Mart°nez."
2023,19/04/2023,DIV3,Medio Abiertos,Whatsapp,GAO ELN,SIN ESTABLECER,<Nulo>,<Nulo>,Proselitismo,Panfleto,Colombia,Cauca,Miranda,casco_urbano,"El d°a 22 de abril de 2023, se conoci¢ la difusi¢n por redes sociales, de un panfleto, alusivo al GAO ELN, de fecha 19 de abril de 2023, en †rea general del municipio de Miranda (Cauca), denominado ?COMUNICADO PÈBLICO?, dirigido a las comunidades del norte del departamento del Cauca, en el cual, indican de las posibles alianzas, al parecer entre algunos presuntos l°deres, con miembros del GAO-r E Dagoberto Ramos Ortiz, GAO-r E Carlos Pati§o y GAO-r E Jaime Mart°nez; hacen Çnfasis en que la presencia del GAO ELN, es para poner orden y control, por lo cual le dan un ultim†tum de 24 horas, a un grupo de personas, las cuales son relacionadas en este comunicado."
2023,19/04/2023,DIV8,BR18,BAEEV1,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,<Nulo>,Sabotaje,Oleoducto,Colombia,Arauca,Arauquita,vereda san rafael,"mediante informaci¢n suministrada por el pelot¢n BUITRE2 en coordinaci¢n con empresa CENIT se logra conocer de la Voladura del tubo OCC mediante recorrido de l°nea evidenci¢ posible afectaci¢n con contaminaci¢n de crudo sobre el KP 43+035 de la Vereda San Rafael del municipio de Arauquita (Arauca) en coordenadas aproximadas LN 06ß 58? 48?? - LW 71¯ 30? 15??, donde posteriormente se activ¢ protocolo y plan de contingencia con la empresa CENIT e ISMOCOL, Alistamiento de cargas y personal para ingreso a reparaci¢n. "
2023,19/04/2023,DIV7,BR4,BAACA4,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,<Nulo>,Proselitismo,Grafitis,Colombia,Antioquia,Yarumal,Corregimiento Loma Ochal°,"?? DIV7

? ®QuiÇn?: Br4-BAACA No 4
 

? ®QuÇ?: Proselitismo Armado 


? ®Cu†ndo?: 19 16:40 ABR 2023

? ®Donde? Municipio Yarumal - Corregimiento La Loma de Ochali

? Hechos:  Por informaciones suministradas por fuente humana se tiene conocimiento de la presencia de sujetos armados realizando proselitismo armado el sector conocido como Lomas de Ochali del municipio de Yarumal coordenadas aproximadas 7¯01?03?N 75¯38?14?O de acuerdo con lo que aduce la fuente estos sujetos le comunicaron a la poblaci¢n del sector la prohibici¢n de tr†nsito de carros y motos a partir de las 08:00 pm hasta 05:00 am.  "
2023,19/04/2023,DIV3,BR29,BIFRA56,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Fuerza P£blica,Hostigamiento,Compa§°a,Colombia,Valle del Cauca,Buenaventura,vereda_La_Primavera,"En la vereda La Primavera del municipio de Buenaventura (Valle del Cauca), tropas del Batall¢n de Infanter°a N¯ 56 CR. Francisco Javier Gonz†lez, entran contacto recibiendo ataque fuerza p£blica presuntamente GAO RESIDUAL 5 comisi¢n """"""""Jaime Mart°nez escuchan aproximadamente 20 artefactos explosivos, cuales 03 impactaron costado cerca unidades Infanter°a Marina."
2023,20/04/2023,DIV3,BR3,BIPIC8,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,<Nulo>,Proselitismo,Cartillas,Colombia,Cauca,Su†rez,barrio_Comuneros ,"En el barrio Comuneros del municipio de Su†rez (Cauca), coordinaci¢n PONAL Su†rez, logran ubicaci¢n y destrucci¢n con grupo EXDE de material proselitismo (documentos) alusivo al GAO RESIDUAL Jaime Mart°nez."
2023,20/04/2023,DIV3,Medio Abiertos,Whatsapp,GAO-R FACCI‡N MORDISCO,BLOQUE CENTRAL,ESTRUCTURA ADAN IZQUIERDO,<Nulo>,Proselitismo,Panfleto,Colombia,Valle del Cauca,Florida,vereda_Bolivia,"Se conoci¢ la difusi¢n de un panfleto por redes sociales, el d°a 19 de abril de 2023 y elaborado al parecer por el GAO RESIDUAL E Ad†n Izquierdo, donde manifiestan la inconformidad de los habitantes por tener basuras tiradas sobre las v°as y caser°os, en los sectores Bolivia, Betania, El Embrujo, La Quisquina, Alto del Tigre del municipio de Florida Valle del Cauca, asi mismo estar°an estableciendo una multa para las personas que hagan caso omiso a las ¢rdenes establecidas por la estructura."
2023,20/04/2023,DIV3,Medio Abiertos,Whatsapp,GAO-R FACCI‡N MORDISCO,BLOQUE CENTRAL,ESTRUCTURA ADAN IZQUIERDO,Enemigo,Proselitismo,Panfleto,Colombia,Valle del Cauca,Florida,casco_urbano,"Se conoci¢ la difusi¢n de un panfleto por redes sociales, el d°a 19 de abril de 2023 y elaborado al parecer por el GAO RESIDUAL E Ad†n Izquierdo, donde manifiestan la inconformidad de los habitantes por tener basuras tiradas sobre las v°as y caser°os, en los sectores Bolivia, Betania, El Embrujo, La Quisquina, Alto del Tigre del municipio de Florida Valle del Cauca, asi mismo estar°an estableciendo una multa para las personas que hagan caso omiso a las ¢rdenes establecidas por la estructura.
Por otro lado, imparten la orden del personal que transita en motocicletas los cuales deben circular sin casco, los veh°culos con los vidrios abajo y totalmente prohibido el movimiento de ciclistas sobre la zona, de igual manera proh°ben la circulaci¢n del personal despuÇs de las 07: 00 pm, as° mismo las personas consumidoras de droga que habitan sobre la zona."
